% Model:              buoyancy_free.mph
% Version:            COMSOL 6.2.0.339
% Date:               Feb 10 2025, 17:41
% Dimension:          2
% Nodes:              4256
% Expressions:        14
% Description:        Velocity field, x-component, Velocity field, y-component
% Length unit:        m
% x                       y                        u (m/s) @ Ra=1           v (m/s) @ Ra=1           u (m/s) @ Ra=10          v (m/s) @ Ra=10          u (m/s) @ Ra=100         v (m/s) @ Ra=100         u (m/s) @ Ra=1000        v (m/s) @ Ra=1000        u (m/s) @ Ra=10000       v (m/s) @ Ra=10000       u (m/s) @ Ra=1E5         v (m/s) @ Ra=1E5         u (m/s) @ Ra=1E6         v (m/s) @ Ra=1E6
0.6561179875238087        0.4312700728595619       0.0013940174661590083    0.0035206845896795682    0.013919099228490906     0.0351987702046705       0.1370042865580112       0.3507690482389911       1.1374942954899707       3.087258495810737        6.221288859929458        8.008978919746836        12.511580458272475       0.42313562354089523      8.116346240065084        0.880331206858744
0.6422881033358652        0.44371558070694156      0.0011846015274739252    0.003281946500650412     0.011825475147099057     0.03281212749376456      0.11613344155061993      0.32699447629022477      0.9440387887301639       2.8723902065633067       5.311835511530991        7.285879281529538        10.887087836931043       0.08729850931181012      6.1688338709055275       0.7239784760913438
0.7040254256808964        0.41130066015553285      0.0015385974332813377    0.004274618225205064     0.015363269026647518     0.04274000610628765      0.15128021967685548      0.42633477270276093      1.2625686868732415       3.8206412628502444       6.990209898599105        10.937308242679535       15.6694841967051         1.4487157550927499       11.794744859661337       1.4135025448678105
0.6882868204900164        0.42288092226826307      0.0014192016433280691    0.004077483220579283     0.014168951926043517     0.04076806137086735      0.13930672243192202      0.4065598288692099       1.1458862678451691       3.6237471422631704       6.421410661469451        10.022328642316046       14.202737565430894       0.8468441748197889       9.635227509179431        1.2252404902518206
0.6291909548108944        0.4565097990402007       9.445750433692469E-4     0.003036212840313282     0.009426060530338497     0.030355941858808116     0.09223845778554812      0.30256892392797635      0.7246941518009856       2.656604953178047        4.303302238534994        6.589978826546898        9.281810997814732        -0.263591788749451       4.275226009610207        0.6183702330070354
0.615881114820043         0.4690466991764846       6.913068665223289E-4     0.0027651280582690805    0.006894653982020539     0.027646508139564863     0.06706712555619289      0.27564196921493517      0.4967294476939437       2.4216283869638797       3.2614438031232993       5.863348494487482        7.71524801714838         -0.6066726144452135      2.5213182241418006       0.5625353515309488
0.5852642452941148        0.47586394519254427      5.660971660395605E-4     0.002071245765356011     0.005646890759971713     0.020708383662062804     0.05502838302322074      0.20640701333081654      0.41497817732446224      1.801626764351606        2.655115431094003        4.204416980923596        5.881480521989324        -0.4570393143268154      1.8928684512750393       0.29868132981220613
0.5721366389599102        0.4885165079114742       2.7379564566886155E-4    0.0017669219896707586    0.0027257965198329674    0.017667103697672607     0.026028134176936033     0.17622612361398504      0.15628240787785083      1.5460992029622582       1.4826916413997637       3.4956844828287426       4.286618608036876        -0.7960861992193761      0.31793803195848763      0.3725933224523965
0.6026904782111391        0.4812553869220184       4.2877644857199386E-4    0.0024791477711456514    0.004270952973860564     0.024788325231826006     0.04100652972804831      0.24725184360803623      0.2630666128989368       2.1764674829830386       2.1990151186956672       5.130585775556219        6.195512126890095        -0.9441816644467388      0.8988049468046734       0.5568100775243902
0.542097096678177         0.4981683395645051       4.4939719848324474E-5    0.00104046925531482      4.4218156746271076E-4    0.01040422339997527      0.003699927600625355     0.10385462119200474      -0.017451716722365448    0.9145137221166918       0.457746427432493        1.9713106131372806       2.14116920488701         -0.7108558132323828      -0.5047374381405864      0.27412554986418053
0.5584607110317524        0.5023265938793107       -5.624402962595019E-5    0.0014394799455927556    -5.723843163924492E-4    0.014394966431245904     -0.00671066345366553     0.14377343871566708      -0.13513906382473218     1.2736802791853765       0.17534373701136344      2.744893502075509        2.581831895369642        -1.197005882478135       -1.3622093574663987      0.4817583435897976
0.5295702058163209        0.509525143652475        -2.3467702120643727E-4   7.318457218847813E-4     -0.002351822869520646    0.0073199679685343735    -0.02400541415452551     0.07325049571085655      -0.26181180675189114     0.6579908500885017       -0.6553687345031097      1.301073524538363        0.6499739412424105       -1.0208723394127148      -1.8170813556602041      0.3673091010241198
0.516377001042993         0.5165536923970306       -4.0963361588993157E-4   4.05241853264663E-4      -0.00409910335490812     0.004055192514086901     -0.04123840995939863     0.04077285167808053      -0.40694324655673453     0.38014674844125385      -1.3874982991370397      0.6349080862367753       -0.5433683179569079      -1.1070850600794342      -2.518617709261931       0.4128646733435943
0.5093249105966616        0.5310315564904576       -7.678830989077827E-4    2.295847409504361E-4     -0.007680338972306899    0.0023011060283822135    -0.07690042808922376     0.023503435740444317     -0.7323679701437636      0.24569531972046235      -2.7556558291004247      0.2033617664611673       -2.062126890799155       -1.675295065402403       -4.3562373285007245      0.6384277986013241
0.5000638080951934        0.5475570194916097       -0.0011739855340253723   1.4317641697742941E-6    -0.011739775779002605    2.2338968797678045E-5    -0.11730812554818569     0.0010222329419495016    -1.0997262166394135      0.06735373330015325      -4.322985705377683       -0.3381220821524798      -3.925486948854133       -2.3040904254826153      -6.56138081971829        0.8900766490926086
0.49049571121543784       0.5639351297407478       -0.0015705244725348312   -2.2877440416915E-4      -0.015703674857361818    -0.0022771266497360362   -0.15677043809548144     -0.021682162247348768    -1.4586699834298749      -0.11406445850916713     -5.868970261301992       -0.878044581323061       -5.90057541567631        -2.9199647522136924      -8.886513754348059       1.1313576351461812
0.48051751833980694       0.5798732040926929       -0.0019472594545879268   -4.604096917007852E-4    -0.019469688888476392    -0.004591144041900092    -0.19427032802947794     -0.04455779520550703     -1.800093929942119       -0.29880194894391665     -7.36039622939466        -1.4111756595529903      -7.989104053286411       -3.495477517100483       -11.356752003785088      1.3377597727044603
0.47030148080529743       0.5957033637366144       -0.0023090254353359814   -6.86149322795331E-4     -0.0230862617444442      -0.00684645934918074     -0.23030130737422574     -0.06687260702261368     -2.129326386015719       -0.48038614377378813     -8.817873131072348       -1.9240445178092223      -10.227957685945677      -4.038071657925729       -14.096346617767756      1.5136776104033254
0.4599978507535054        0.6115981625741761       -0.002656608869770596    -8.992794181346271E-4    -0.026561340060005656    -0.008975952511378798    -0.26495097606236295     -0.08795825741905168     -2.4477970892364795      -0.6530883486506739      -10.24638503571842       -2.403051682425771       -12.635771836133285      -4.545124894147005       -17.216959564863497      1.6647165469169452
0.44976594816060417       0.6276035787658787       -0.0029879319375775986   -0.001093311624180036    -0.029874209782997357    -0.01091477036571077     -0.2980187512476777      -0.10717017844636066     -2.754111409498238       -0.8114678710005577      -11.638968563067458      -2.834137410232405       -15.209266891975615      -5.0065939561392865      -20.812047746722985      1.8005263283752517
0.4396955933927245        0.6436907124146316       -0.003299291871389909    -0.0012640056562731176   -0.03298787575377037     -0.01262053909880024     -0.3291382311917244      -0.12408812286499112     -3.0451122466707985      -0.952042431733994       -12.981532314249622      -3.2069214862430298      -17.927380389704552      -5.40591353066725        -24.945155526246236      1.9340336232979094
0.4297138464181601        0.6598126852796117       -0.0035864671029573352   -0.001410994192190418    -0.03586012046818107     -0.014089608503416298    -0.35788744560023406     -0.1386779353650095      -3.3169040991458387      -1.0746849501041031      -14.257800607351582      -3.5176776137864123      -20.759667495874137      -5.718778333337668       -29.64430731371134       2.082129659470414
0.41972087936843244       0.6759590023265468       -0.003845869497994625    -0.0015344455458368245   -0.03845504917660746     -0.015323672084082309    -0.38390649061730747     -0.15095757237934182     -3.566118194123788       -1.1796454617563776      -15.453003841679196      -3.7638637703253797      -23.66588449066795       -5.9205721491571675      -34.90524565106483       2.263314650700622
0.4097073293089752        0.6921366458130129       -0.004074519734005508    -0.001632791127338238    -0.040742850069752305    -0.016307042266894792    -0.4068957397537048      -0.16077019666839576     -3.789916667950124       -1.2655396548598736      -16.55264039136584       -3.9401951610716384      -26.590563787632757      -5.991361696969512       -40.684408486108744      2.4991981912326477
0.3997060126836967        0.7083441750271886       -0.004269561035459981    -0.001704151411628694    -0.042694920153105824    -0.0170209109065086      -0.42656599513783616     -0.1679266664011717      -3.985441823780427       -1.3306103054492568      -17.54106986475706       -4.041606669398102       -29.464537336344005      -5.916589549881845       -46.88659057903566       2.806689878171429
0.3897236163413747        0.7245628724009184       -0.0044279451367331725   -0.0017477096549739432   -0.044280723637116555    -0.017457088444093164    -0.4426069748300087      -0.1723429523913015      -4.149516923380218       -1.3739585069007152      -18.401011844118674      -4.065731289177794       -32.20789004170667       -5.685577638946405       -53.35664450948841       3.193340036006317
0.3797380618150939        0.7407733224605862       -0.004546667278978234    -0.0017635692037725902   -0.04547014825545598     -0.017616579010994695    -0.45471149081304524     -0.1740261197265998      -4.278919439390024       -1.3954405364733962      -19.1151572098355        -4.0129808323984895      -34.73614086161007       -5.293771001789175       -59.891655627349486      3.6543656693263578
0.3697429279453432        0.7569766917413472       -0.004623297561125534    -0.0017518692567815174   -0.04623882308870891     -0.017500737837705196    -0.4626289895822418      -0.17298599056083927     -4.370890253330551       -1.3948808298318538      -19.668297715592754      -3.88539654265201        -36.96787848731859       -4.7465979866160515      -66.26800640323744       4.172947020229933
0.3597398375970125        0.7731761497987337       -0.004655666257823494    -0.0017130848067716537   -0.046564971268643555    -0.017114271937607114    -0.46613404717380574     -0.16926523776749877     -4.4228293615235925      -1.3723451665667543      -20.046429883084013      -3.687361260307138       -38.82709191841531       -4.059968231420336       -72.25166267469946       4.717215253724579
0.34973530684412824       0.7893742109904047       -0.004641873158757202    -0.0016481604775035158   -0.046429505343892126    -0.016466579917258136    -0.4650275090007607      -0.1629529076401743      -4.43231336801628        -1.3282668550269587      -20.237139699693667      -3.4257722531372354      -40.24766624317498       -3.259845698136846       -77.61516394803299       5.243155279684433
0.33972112779624025       0.8055742413304815       -0.004580106170246825    -0.001558725104727718    -0.045814216837081236    -0.015573900800507698    -0.4591187521074031      -0.1542061919620299      -4.396956826203881       -1.2636670267387284      -20.229553016636256      -3.1104027846190743      -41.177326186672424      -2.380667928244542       -82.15516348401894       5.698136751778155
0.32970675510862096       0.821779039023614        -0.004469000040449565    -0.001446805754162483    -0.04470536353765497     -0.014456453149628545    -0.4482615091162608      -0.1432217410207879      -4.314724095283446       -1.1798844161739839      -20.015184825841406      -2.753344976695845       -41.58039583297253       -1.4659042241418694      -85.70646265817929       6.026963160621432
0.31969876992618657       0.8379862693946388       -0.004307478617012809    -0.0013151426511459079   -0.04309209393213296     -0.013141586843656355    -0.43233830528533274     -0.13026739723870048     -4.183793333815578       -1.07887731683815        -19.587192242333057      -2.36902346491286        -41.43755984107177       -0.5647544310285828      -88.14415197717285       6.1782999258687505
0.30969555700868007       0.8541900003299782       -0.0040947872403837154   -0.0011672137958738409   -0.040966772947164755    -0.011664030803312344    -0.41126388493495275     -0.1156848291826409      -4.002592489328747       -0.9632572826450055      -18.939825252153657      -1.9734081305044786      -40.743799596844276      0.2711788897889753       -89.37715904061723       6.11305500606084
0.29969429028003125       0.870388645835249        -0.0038305912723343755   -0.0010070876639491745   -0.038325967267708864    -0.0100644214383082      -0.3849950457430158      -0.09987498031117725     -3.7698755675010474      -0.8361700640938189      -18.067376133893756      -1.5829298211215581      -39.50273189137374       0.9903658484799397       -89.32531446972932       5.8120462231825165
0.2896897307330106        0.886584916654113        -0.003514940904007419    -8.394332307466442E-4    -0.03517009103703161     -0.00838940417572828     -0.35352684836016784     -0.08329921622952942     -3.4846537937543967      -0.7013171742409202      -16.96189980350609       -1.2134634897261571      -37.7158063515086        1.5444084100335482       -87.87491858976409       5.28175295868424
0.2796802930501593        0.9027829498403858       -0.0031483889885064557   -6.695653643149841E-4    -0.031504579682160055    -0.0066920879770163725   -0.31690387884032406     -0.06648392836507998     -3.146244579542548       -0.5630038614759965      -15.610619725517369      -0.8793325643847613      -35.367572898568994      1.8907579204055065       -84.82205403039403       4.556230046676526
0.2696679776290686        0.9189844924252167       -0.002732105362098456    -5.035382640702113E-4    -0.027341027554068507    -0.005032981054203404    -0.2752310433069039      -0.05003002416294156     -2.754306713906543       -0.4262415716302436      -13.99262816863442       -0.5923721455174665      -32.40590905727104       1.9968476826780268       -79.81517978521028       3.6932953531347077
0.259654113112614         0.9351873363556541       -0.0022679819758473726   -3.4821235940483606E-4   -0.022698232266213966    -0.0034806618197031508   -0.22868328863932127     -0.034619840571682436    -2.308851585919731       -0.2968364152201935      -12.074846603320994      -0.3609502308504518      -28.71587021319431       1.8472829198056473       -72.31413511103177       2.764191288426027
0.24964100120594268       0.951390302900891        -0.0017586834866911477   -2.112305310474475E-4    -0.017602690463064948    -0.00211154381971702     -0.17750951813815988     -0.021015087033908388    -1.8101662879535656      -0.18140759767407297     -9.806745306337218       -0.1890902319961559      -24.083929463456954      1.4561336495953106       -61.57585112645295       1.840483055682828
0.23963085861264835       0.9675934465527182       -0.0012077199897619752   -1.010776289416857E-4    -0.01208931216522609     -0.0010104746688856898   -0.12203840105446384     -0.010063228728251392    -1.2587227843937316      -0.08749576358941795     -7.114280389508283       -0.0760996750003376      -18.154014429988774      0.8890541997153089       -46.67170451870626       0.9908394458117272
0.9066257822126723        0.3782650244779336       3.669825777171956E-4     0.004008855210634342     0.0036611998665363886    0.04010944409427301      0.035734617914862515     0.40300999988365144      0.27210133349735055      4.047589990687116        1.2332373142391544       25.7510178225067         5.627819235035406        76.2056840967706         19.742972107450427       94.45758232416655
0.8931208525648752        0.3895860951163834       4.2305534204838043E-4    0.004379447907756874     0.004219321376320923     0.043813287995456966     0.0410533535474601       0.4398079601168315       0.30220219547516575      4.368840885700507        1.3659850424563222       26.294272651699817       6.788296980554052        67.57666565436847        20.75138086909179        60.93702968129458
0.9813702039479918        0.42920378808433424      1.0808044331774763E-5    0.0012039204193399925    1.073651717290365E-4     0.012044860120149327     0.001001788380155578     0.12098278099499656      0.0036559025169272115    1.2295348657487952       -0.03489700904980744     9.7177335157078          -0.13344469108503218     53.69801141737747        -0.46677744988880715     254.06390955738883
0.9711570269098224        0.4134329588140543       2.9017049210653178E-5    0.0017549549573303068    2.8865247253107154E-4    0.017559111361930998     0.0027336428271865507    0.17649823040075321      0.01351888214681234      1.8017814067878868       -0.04170555423615858     14.023763444646246       -0.2611214482782292      72.90336177803886        -1.2028420758469915      303.84329741301775
0.9734641574232417        0.42379003224561557      2.21801471230508E-5      0.0016461793859189502    2.2042066809542944E-4    0.016469779812659232     0.0020653477526362254    0.1654508832277938       0.008268095046352005     1.6812096897477171       -0.0622733003394885      13.067154060669708       -0.3191169261231491      68.85441550266466        -1.8411897213952         295.85292532732757
0.9247671027466369        0.38409643518273295      2.377802296396041E-4     0.0035555513217249987    0.0023712109635802927    0.035575477769185265     0.02304353776128392      0.3576144343410244       0.1667046265694303       3.620066963359839        0.6323245935153787       24.662430220483454       2.9747062155140394       88.07235638169162        13.338029804095255       163.33633736290435
0.9370786302241423        0.393344511328458        1.5811144191117972E-4    0.0031913936234223687    0.0015758117484803932    0.0319317366804967       0.01522172370845735      0.32098421051231846      0.10213486015413491      3.257468466888731        0.28256411298161804      23.091739520871048       1.4338078531238978       92.52778773344137        7.768056352886107        221.30686028233535
0.9509400450954033        0.39819168114180215      9.424869596625674E-5     0.0026704442496868967    9.388663090489855E-4     0.026719826763299526     0.00902292826115274      0.2686506187059017       0.05640225948149607      2.7387061703507314       0.08160509131525308      20.269319960988074       0.35802175541362646      91.15811486041171        2.8805458321668724       279.3020706711795
0.9567928330230061        0.41051442188121584      6.550767140565705E-5     0.002452523184349053     6.519663737133614E-4     0.024538079089532743     0.006206194061528561     0.246589402839498        0.0336202923383092       2.5058676993041655       -0.027024827898690127    18.75200915591508        -0.0845368492510702      88.21615289351699        0.7798801265184445       297.9380694829203
0.8453750066438976        0.38960960482856044      7.79310123637049E-4      0.004989987859855497     0.007776228135212482     0.04991347389584668      0.07604267652145648      0.5001887938365072       0.5932031864747601       4.838209184608221        3.183531889206361        23.705496277010596       12.961395174522409       33.47533145685702        22.317481165582112       6.549134313834521
0.862425296358628         0.3952743792671396       6.141038867580945E-4     0.004885525888400918     0.006125372136956283     0.0488704882979193       0.059662590091543836     0.48995482589959044      0.4455770051147064       4.779212529320076        2.249479877616533        25.289530006462517       10.46115506615025        45.10371913818519        21.943604470629925       16.42675554061255
0.8794577051480496        0.4010295540725695       4.670373046308833E-4     0.004698443601627854     0.004656355324344381     0.047000668499167786     0.04514384707395839      0.4713914440807377       0.31921936242701027      4.633681189244922        1.4429140524742128       26.381283489159127       7.799441583943633        58.465659878465154       20.524431206392716       36.45220171727244
0.7233697917652016        0.4180890502311856       0.0013199622820285553    0.0045975707756714486    0.013175132980072887     0.045971737860149846     0.1292363792518972       0.45886539292229445      1.040968731589791        4.1556643307689685       6.000628541612434        12.659247568415495       15.248551635577687       2.230140527601           10.925988408154732       1.1953726781358471
0.742050784470848         0.4195046352123697       0.001192508032908053     0.004841567899741023     0.011899908467091143     0.04841370076896537      0.11642526363881468      0.4834877047932052       0.9144173744030207       4.419487490126097        5.368068121059334        14.368445153334006       15.189377046298405       3.754930809038638        11.154174588136996       0.7506322891076995
0.7975332341618934        0.39005347717051325      0.0011656085632482304    0.005059498030673132     0.011635771381106592     0.050601028088236084     0.11427360564536708      0.5062282897475688       0.9318294620258932       4.764200834586148        5.2587939877016145       18.872566704704592       16.755306854344905       13.135641888085198       19.023217158824206       0.46082599753032344
0.8146095033316744        0.39565686333824684      9.752510223530255E-4     0.005133580975771903     0.009732341199628984     0.051344258439698975     0.09526455467802918      0.5139239911896007       0.7514405635373169       4.881575453014974        4.203593938657511        20.921558034072685       15.165815246001019       19.16642714119288        19.270550640552816       0.34391896833803964
0.831741034418866         0.401199590415279        7.990542005718886E-4     0.005146800798795021     0.007971005923004398     0.05147856608419387      0.07772371521228509      0.5155057718821155       0.5884348851512035       4.939778078923198        3.1979630549308595       22.905650738943596       13.266633289399223       27.221056736566627       19.63131044987516        1.9172484678946236
0.7839219521159478        0.40135233712851304      0.00115118708022524      0.005087510291818479     0.011489416237788925     0.05087863180193206      0.11259667063392124      0.5087296478708508       0.8991524136929775       4.749671920095886        5.135759571345265        17.90693620542677        16.234974252343076       10.133350464336095       16.212766383952058       0.05740956140880137
0.7707160332101485        0.4121710196200232       0.0011155408386215296    0.005075048194137976     0.011131171017974291     0.05075192424562019      0.10883756408462174      0.5072349795153038       0.8495207963162487       4.702417539053528        4.936799040762248        16.943675693134043       15.57248134419118        7.717258518584555        13.61800362217606        -0.026354292994058445
0.758848796566733         0.4226991926337293       0.0010531409360362218    0.00503739056003109      0.010505739665461077     0.05037379549305788      0.10244303890562766      0.5032840158320514       0.7775998306413382       4.639064812839792        4.6290824034266285       16.095411008542758       14.78823357475128        5.906262703815506        11.239741759671018       -0.005506190898881633
0.6734894514400006        0.4351135152009127       0.0012550886997674965    0.003865370100128541     0.012527814990420884     0.03864694460192578      0.12290314149143432      0.38535907268204106      0.9901757922452399       3.4215678923762307       5.681515175354637        9.19122752170658         12.652767125070696       0.35841432086552083      7.538439832604625        1.0672654082367787
0.6599002094987878        0.4486458468103691       0.0010356417535785608    0.0036503367661667456    0.010333606109475377     0.0364972580084908       0.10099943626842807      0.36393928153465166      0.7848173150389927       3.2248581382133144       4.737750286428107        8.441181452993504        11.027948447294335       -0.12108493503675417     5.355177612185941        0.9259858062073242
0.646472929717814         0.4614079666795106       8.070477658774474E-4     0.0034098751575538586    0.008048424147839586     0.03409361295674184      0.07823648737074056      0.3400172731694581       0.5753281860691569       3.009623820806279        3.7822368509745155       7.677807204478497        9.49200599337056         -0.5458510648848862      3.417454840497945        0.8455711924852615
0.7057819968178018        0.42894550772732254      0.001232141695148248     0.004392934510169019     0.012296548780846283     0.04392432245906903      0.12041619136832084      0.43828478285680733      0.9540334340945599       3.942645255399064        5.596236546770183        11.470957325229913       13.97056732215259        1.2155650727140708       8.79570196058073         1.1700954250576803
0.6910498890005357        0.4412760249583667       0.0010764303303286184    0.004201346910728856     0.010739242949985824     0.04200825171437633      0.104831877763738        0.41910806935564526      0.8046938387334389       3.7543135406431385       4.91000523988892         10.55742008841539        12.538471785870698       0.48980644764942666      6.598634445179812        1.1092456491010683
0.6331997508427394        0.47400265880443143      5.612190127140809E-4     0.003150145343114106     0.005591294649657747     0.031497602529037556     0.05379544616581693      0.3142075891212999       0.3532721821462404       2.7813652575867702       2.7776017110583644       6.909598468451702        7.989801641915221        -0.9518339097838099      1.601304169310886        0.8104400585755657
0.6199613039562262        0.4862121547126186       3.059678470890474E-4     0.002871851232705215     0.0030403045395976133    0.028716174677743598     0.028453068380807665     0.28657052463628796      0.12570687435617203      2.5398839845329673       1.7521045688719588       6.133191911728319        6.525659006812108        -1.3369916766913483      -0.07374843610587921     0.8177264237292085
0.5894435449849468        0.49340223960354335      1.5389555722391632E-4    0.002177697481001647     0.001524032269390476     0.021775630485180584     0.013743341987152236     0.21733910284790173      0.020419129237622197     1.9203589875438267       1.099594323330891        4.386343603314363        4.67987295641005         -1.2868084612418274      -0.6507785394709487      0.6072837955914191
0.576282675358614         0.5060219928228826       -1.4315592111297385E-4   0.0018671280126082296    -0.0014443878283270553   0.018671967143937068     -0.015712346611746423    0.18654180165678638      -0.2410595580573515      1.65921009149661         -0.07522605074444609     3.640772759526381        3.1252083534387425       -1.6615265235589451      -2.2161581064873155      0.7089906295916438
0.6067384756241435        0.49833112004505353      3.7726097283906196E-5    0.0025781540929113492    3.5970734046313286E-4    0.025780924163870483     0.0018456913871628747    0.25741985153380414      -0.11128084658963604     2.2878373882642435       0.687736044522253        5.352290963303125        5.06291964358178         -1.7183511461644956      -1.669185706163157       0.8709103346916846
0.5453937874646017        0.5155878907210784       -3.8063358375084114E-4   0.0011192982261116428    -0.003814019194516427    0.011195429109459478     -0.038879564754900224    0.11204674795142187      -0.42065533754625356     1.0085256712967503       -1.1023193829962883      2.0222920621043907       0.9322853916817241       -1.5970576340665072      -2.9494229714486866      0.6271279810173658
0.563204275478946         0.5188330442968341       -4.5317059662660844E-4   0.001550184777041823     -0.004542291788116735    0.015504695498056437     -0.0464468146842954      0.15512369828519304      -0.5132069159840044      1.3945700655830793       -1.2933740831324145      2.8980293714763907       1.5363121939333049       -2.0572970931712344      -3.7827949801344123      0.847262008329511
0.529847720534935         0.5287693690422599       -7.07992294598647E-4     7.347625227952392E-4     -0.007084879875365242    0.007352384240987184     -0.07129378401640486     0.07389776041920369      -0.7048826791272705      0.6873723004179785       -2.4040827469276995      1.1815669056805653       -0.8681716205015346      -1.957315214687574       -4.473126229810393       0.7597271938111306
0.5198538335238013        0.5469388639528786       -0.0011555514325621485   4.841683546076843E-4     -0.011558627880869102    0.004849494819309235     -0.11581619047591322     0.04920677923759204      -1.1089191598314638      0.49124661923164537      -4.128019899724847       0.5807547195115753       -2.876533687099254       -2.672738604060274       -6.9038483852051575      1.0856956375080549
0.5100756283342642        0.5633507590766268       -0.0015563823187595323   2.4255342647077507E-4    -0.015565241474966728    0.0024359884524137       -0.1556847922627891      0.02536794276268294      -1.4700468845225598      0.29987539253969236      -5.68660388314797        0.011270470753391678     -4.84313382309364        -3.316215893617794       -9.234377644407807       1.3558439714451476
0.5001719972100053        0.5794845311128494       -0.0019435880804432517   4.0845910973667365E-6    -0.019435753433538903    5.37281633449924E-5      -0.19420774612667954     0.0018199854629116013    -1.8192976435566977      0.10971016442335459      -7.20919071304322        -0.5446147877458006      -6.931422440365918       -3.9417685258416104      -11.73253315611476       1.6106115419348617
0.4900947247966237        0.5954512248286655       -0.002316660315310834    -2.2928095431321038E-4   -0.02316514348140723     -0.002277744096510895    -0.23134126093997634     -0.021245014803172754    -2.1567489658856487      -0.07780211350363303     -8.69839221833931        -1.0822700859620402      -9.173994283794174       -4.542392393051586       -14.487306440776338      1.834193120177929
0.47996168414849344       0.6114416909667421       -0.002676783651429544    -4.5172587852394726E-4   -0.02676533757897907     -0.0045002726759553755   -0.2672124704192305      -0.04324814158208622     -2.4841888474224807      -0.257713211812899       -10.161417603123063      -1.58972178604224        -11.596068605704444      -5.115611674710677       -17.61686690138337       2.0275873998693794
0.4698493215456958        0.6275057836835618       -0.0030217125680111197   -6.585986097523009E-4    -0.030213941111742162    -0.006567375018781769    -0.3016036623539508      -0.06372858764440971     -2.800048713775808       -0.4262336438191701      -11.59188463952997       -2.0562488041517812      -14.202060290157787      -5.648299083235135       -21.2183591966197        2.194606578661917
0.45980053242909324       0.6436336174485876       -0.003347821537236215    -8.463623313302147E-4    -0.03347473856017172     -0.008443714952293643    -0.33415696805077233     -0.08233672698397448     -3.101317863298783       -0.5805449905004686      -12.977061771161516      -2.4727391958503664      -16.97830213290975       -6.121091873153763       -25.364756228465623      2.3450660284667184
0.44980530291186027       0.659797555238637        -0.0036511100669781656   -0.0010129558485953772   -0.03650774262858864     -0.010108704402367349    -0.36447465222739        -0.0988693854500507      -3.384474212885269       -0.7190559554749053      -14.301602736800236      -2.8325434812064327      -19.89593905040329       -6.510163042651212       -30.096063702742345      2.49543459356909
0.43982009322453397       0.6759751979823808       -0.003927695851010258    -0.0011572350746722312   -0.039274130428814495    -0.011550916001942087    -0.3921689088272026      -0.11321382175741794     -3.6459866116090818      -0.8408921962981992      -15.549357172546342      -3.1305455795584076      -22.911674380266515      -6.789576516842682       -35.41070074934921       2.6681354718581303
0.42981054314250455       0.6921570919744681       -0.0041740062534243874   -0.001278045794720778    -0.041738162629640634    -0.012758809804290743    -0.4168814617093041      -0.12525503790616901     -3.882524242528056       -0.9450795501962826      -16.703949190333876      -3.3618069156008055      -25.967534332139085      -6.934853433300595       -41.25926076362379       2.888135954691942
0.4198213111201888        0.7083586301510345       -0.004387260975532628    -0.0013730195400400815   -0.043872011767341686    -0.01370869059993063     -0.43833194547421744     -0.13475536046404443     -4.091396006135053       -1.0294660942386642      -17.750113311882952      -3.5199015045653224      -28.99313354502893       -6.928857669326372       -47.547221304042864      3.1800644166397927
0.409824689949226         0.7245628706898066       -0.004563938679550495    -0.0014416385017460018   -0.04564042019332287     -0.014395363153370066    -0.45616380466107337     -0.141661200068652       -4.269077182313885       -1.0934778990336682      -18.669126278758778      -3.60227784134377        -31.90425325169242       -6.755537333322756       -54.10988316016155       3.557949916294787
0.3998351468978731        0.7407683394233036       -0.004701119804853374    -0.0014830183549278926   -0.04701413686957614     -0.01480995663389338     -0.4700793800409507      -0.14588120200111684     -4.412500615986173       -1.136126780900674       -19.443381017037897      -3.6069239216036695      -34.61066373232337       -6.408760927525145       -60.74026971436246       4.024398164443611
0.3898165806205478        0.7569698428722869       -0.004795647511237573    -0.0014974776737030106   -0.047961527700267466    -0.014955624440977705    -0.47975618729076613     -0.14744361740068637     -4.518301780466614       -1.1574488716702132      -20.054600781967792      -3.5351273485469172      -37.01992682549624       -5.888886519569412       -67.19387673092707       4.565104531006766
0.37980834241531697       0.7731704020601208       -0.004845174590937542    -0.0014846966825395951   -0.048459044247845855    -0.014829127177298354    -0.4849514306872265      -0.14631190467900848     -4.583746012696282       -1.156832687597675       -20.486871510131447      -3.3891094371808363      -39.0439847128742        -5.2113616420640225      -73.21846733105338       5.149436589574768
0.369796261148595         0.7893686801044874       -0.004847128519110928    -0.0014456521237471121   -0.04848087908301493     -0.014440188406649354    -0.48539915170179        -0.14257876137792647     -4.605834258512534       -1.1347945422082815      -20.724625639962152      -3.175054962026173       -40.603984590713445      -4.400080547112143       -78.56614908242095       5.7289622851278
0.35978082031304776       0.8055672812690582       -0.004799282677855887    -0.0013816155720132053   -0.04800467925383523     -0.013801476278676077    -0.480867408540307       -0.13636590776309773     -4.581817069207787       -1.0920728060019174      -20.754423912443315      -2.901618683671534       -41.63579909284298       -3.4904347838841825      -83.01956709232142       6.243258259786849
